ID	SAM_mean	YIN_mean	MIN_mean	YNO_mean	MNO_mean
PH01000000G0240	0.11	0.05	0.06	1.39	1.67
PH01000000G0290	134.19	94.24	79.84	115.84	61.67
PH01000000G0330	28.39	16.85	8.93	23.14	6.51
PH01000000G0350	5.01	2.43	2.98	4.22	1.9
PH01000000G0410	23.52	21.16	10.56	23.47	17.24
PH01000000G0480	8.22	9.67	9.17	5.8	5.28
PH01000000G0500	22.32	26.18	20.41	19.26	16.12
PH01000000G0540	19.22	19.9	15.1	19.02	12.49
PH01000000G0550	6.45	6.08	4.22	6.01	3.84
PH01000000G0560	18.03	18.08	14.19	14.8	8.63
PH01000000G0600	61.02	56.8	35.83	51.73	31.95
PH01000000G0670	22.2	29.5	23.97	10.4	21.12
PH01000000G0700	40.98	40.61	32.07	29.08	29.22
PH01000000G0710	19.8	17.03	17.44	20.48	19.29
PH01000000G0720	3.62	3.31	2.43	2.15	0.97
PH01000000G0800	0.53	0.2	0.56	0.1	0.15
PH01000000G0910	1.24	1.12	0.53	2.17	0.62
PH01000000G0920	3.9	4.65	3.47	3.01	2.06
PH01000000G0960	788.49	630.19	246.4	568.25	39.77
PH01000000G0970	28.9	42.67	43.1	55.55	74.85
PH01000000G0980	73.11	66.41	56	53.75	48.64
PH01000000G1020	0.21	0.71	1.52	0.13	0.53
PH01000000G1160	1.52	1.09	2.63	0.51	1.44
PH01000000G1200	218.55	234	212.74	173.16	177.71
PH01000000G1220	513.16	658.87	564.05	366.79	258.38
PH01000000G1330	1.67	1.24	1	1.17	0.55
PH01000000G1400	2.12	0.72	1.82	2.13	1.34
PH01000000G1500	39.21	21.41	11.09	17.19	9.45
PH01000000G1660	2.31	2.55	4.31	4.47	5.42
PH01000000G1710	16.97	13.88	9.97	16.39	13.54
PH01000000G1840	2	1.69	1.22	1.99	0.65
PH01000000G1880	0.21	0.25	0.49	0.74	0.69
PH01000000G1990	19.91	20.23	20.65	17.5	9.73
PH01000000G2000	173.01	191.47	182.95	187.04	145.67
PH01000000G2050	2.44	3.43	5.86	0.59	5.35
PH01000000G2070	1.74	0.37	0.32	0.13	1.34
PH01000000G2120	1.16	5.06	25.36	6.23	22.77
PH01000000G2180	1.34	3.23	2.69	5.45	4.24
PH01000000G2190	18.79	20.91	20.38	13.44	16.95
PH01000000G2220	4.02	2.37	1.06	0.92	1.32
PH01000000G2240	1.71	0.77	0.37	0	0.58
PH01000000G2260	29.93	27.29	24.96	31	34.95
PH01000000G2270	19.34	15.11	4.02	8.4	0.43
PH01000000G2350	10.22	12.74	14.09	9.66	8.88
PH01000000G2440	59.06	54.16	18.92	40.63	11.24
PH01000000G2470	2.54	3.51	2.19	6.54	8.71
PH01000000G2540	0.16	0.28	1.03	0.76	1.78
PH01000000G2620	6.49	6.11	6.62	9.85	1.16
PH01000000G2700	1.57	4.46	20.76	21.93	60.94
PH01000000G2740	0.26	0.73	4.52	2.23	5.46
PH01000000G2820	32.88	30.29	19.42	20.44	11.45
PH01000000G2960	3.22	3.62	3.35	2.65	1.81
PH01000000G2970	19.57	16.33	23.68	24.37	47.26
PH01000000G3110	0.72	1.42	3.02	3.62	0.46
PH01000000G3250	65.7	54.91	43.22	65.04	48.25
PH01000000G3310	1.39	3.36	15.28	11.57	24.33
PH01000000G3540	4.86	4.43	4.41	4.51	4.2
PH01000000G3550	0.54	0.51	0.99	1.27	0.31
PH01000000G3700	33.33	30.94	37.32	38.78	36.74
PH01000000G3760	5.19	3.86	2.3	4.07	0.91
PH01000000G3800	9.85	9	9.15	10.32	9.37
PH01000000G3890	4.46	3.77	5.32	4.67	2.21
PH01000000G4160	10.4	11.12	7.69	4.45	2.66
PH01000000G4340	8.09	8.28	4.94	7.22	3.86
PH01000000G4350	5.77	5.54	4.01	5.15	3.03
PH01000000G4360	14.42	14.39	9.12	13.58	6.7
PH01000000G4400	25.47	20.85	9.87	9.99	2.53
PH01000000G4410	9.2	6.45	2.71	3.51	0.07
PH01000000G4500	93.88	73.96	53.05	71.53	44.3
PH01000000G4530	6.38	5.81	5.55	24.19	20.52
PH01000000G4660	7.05	7.27	8.1	6.17	6.19
PH01000000G4700	5.42	4.59	4.74	4.38	4
PH01000000G4870	53.32	92.71	144.41	85.74	90.36
PH01000000G4910	14.06	22.05	33.87	20.96	27.28
PH01000000G4920	961.83	895.95	511.1	630.5	347.64
PH01000000G4930	7.77	9.7	11.03	5.78	7.79
PH01000000G5090	8.83	6.34	5.9	4.85	3.69
PH01000000G5110	25.52	22.28	18.1	15.56	12.03
PH01000000G5130	8.33	5.1	4.38	4.41	4.4
PH01000000G5190	5.12	4.81	5.43	5.28	5.55
PH01000000G5200	5.85	5.85	6.11	4.76	4.68
PH01000000G5370	20.5	28.75	45.07	30.13	42.63
PH01000000G5430	39.05	63.76	104.23	67.96	117.73
PH01000000G5490	1.83	2.18	1.33	1.41	2.09
PH01000000G5570	25.27	31.15	39.35	13.89	42.6
PH01000000G5630	2.61	1.8	1.82	1.14	1.99
PH01000000G5690	20.76	16.92	11.58	13.21	8.41
PH01000000G5700	25.62	31.61	25.7	24.79	20.71
PH01000000G5710	22.18	26.84	14.1	7.67	0.6
PH01000000G5760	2.36	3.43	7.96	1.97	11.82
PH01000000G5850	2.21	3.52	2.46	1.55	2.39
PH01000000G5860	6.66	5.35	2.85	2.68	0.34
PH01000000G5980	14.63	13.55	10.47	15.19	11.19
PH01000000G6020	382.82	534.95	626.37	1224.55	1666
PH01000000G6060	6.3	4.06	1.78	2.1	0
PH01000000G6090	0.74	0.21	0.07	0.6	0.14
PH01000000G6400	4.93	5.95	4.51	16.5	9.48
PH01000000G6460	28.99	21.4	11.3	18.38	9.68
PH01000000G6470	302.46	371.51	338.26	195.31	315.94
PH01000000G6760	74.88	64.35	49.8	56.25	34.67
PH01000000G7010	0.53	0.17	0.77	0.06	0
PH01000000G7040	1.21	1.46	1.06	3.21	0.49
PH01000000G7050	255.27	200.94	163.77	291.24	142.59
PH01000000G7120	17.39	18.89	18.7	17.53	14.28
PH01000000G7190	17.31	18.26	23.31	15.5	25.69
PH01000000G7210	46.81	51.49	65.82	51.24	92.02
PH01000000G7300	0.5	2.1	8.39	8.3	10.14
PH01000000G7320	0.05	1.26	4.7	3.7	5.2
PH01000000G7400	25.34	20.1	17.14	17.2	12.65
PH01000000G7460	21.85	18.15	17.19	184.63	303.82
PH01000001G0110	10.3	16.28	10.44	24.19	20.28
PH01000001G0130	1.15	0.16	0.67	1.91	2.17
PH01000001G0140	14.84	18.56	17.28	28.2	28.28
PH01000001G0190	1.43	1.04	2.58	0.64	1
PH01000001G0200	11.6	11.41	9.14	12.76	7.5
PH01000001G0390	0.54	0.93	2.76	3.17	5.4
PH01000001G0500	0.89	1.87	6.54	4.45	9.09
PH01000001G0670	0.78	1.72	3.72	0.8	3.31
PH01000001G0700	10.7	5.59	3.06	3.57	3.18
PH01000001G0710	17.1	9.81	5.46	7.03	3.34
PH01000001G0720	3.06	2.69	2.18	2.73	1.45
PH01000001G0800	11.24	15.23	17.1	19.97	36.19
PH01000001G0820	100.8	110.97	76.05	149.91	93.08
PH01000001G0880	2.52	1.96	2.83	2.94	2.37
PH01000001G0950	14.35	16.49	12.75	15.94	18.96
PH01000001G1270	37.58	39.52	51.67	39.07	63.87
PH01000001G1290	70.22	78	93.77	81.19	139.02
PH01000001G1300	1.18	1.56	1.72	12.34	3.32
PH01000001G1450	0.7	0.47	0.37	0.91	1.06
PH01000001G1650	16.25	7.31	0.73	0.24	0
PH01000001G1780	7.63	8.22	11.24	9.06	11.48
PH01000001G1810	76.53	63.69	32.63	58.69	23.28
PH01000001G1870	0.71	0.88	1.85	0.97	1.58
PH01000001G1880	4.1	3.97	2.92	1.91	0.9
PH01000001G1960	15.1	11.32	5.23	7.85	6.52
PH01000001G2010	8.66	16.95	22.49	32.36	41.16
PH01000001G2030	150.08	125.89	134.75	283.42	173.73
PH01000001G2110	35.75	33.72	28.8	35.94	31.96
PH01000001G2130	1.35	3.71	7.43	27.91	65.01
PH01000001G2300	2.55	2.47	0.95	1.12	0.36
PH01000001G2310	1.28	1.53	2.99	5.09	30.16
PH01000001G2410	94.41	104.54	205.9	189.49	295.99
PH01000001G2510	1.83	4.37	10.18	8.16	6.82
PH01000001G2560	21.43	22.3	22.08	17.51	15.54
PH01000001G2570	19.71	24.67	57.72	24.93	55.99
PH01000001G2580	80.49	118.31	158.79	166.75	238.06
PH01000001G2590	10.86	9.3	8.09	9.25	8.02
PH01000001G2600	45.61	49.14	45.57	40.78	30.48
PH01000001G2610	44.37	80.82	195.19	121.51	341.18
PH01000001G2640	6.94	7.88	7.9	8.43	7.61
PH01000001G2800	7.7	9.36	11.51	12.21	11.49
PH01000001G2850	4.65	6.09	7.23	4.72	15.86
PH01000001G2860	12.1	8.15	2	6.57	0.18
PH01000001G2870	0.94	0.6	0.22	0.06	0
PH01000001G2930	51.22	46.04	36.73	35.18	26.99
PH01000001G2940	10	9.81	6.43	7.6	7.91
PH01000001G3120	16.24	13.2	16.33	13.32	13.57
PH01000001G3180	1.59	0.58	1.46	1.68	0.66
PH01000001G3190	0.96	0.76	1.11	1.39	1.89
PH01000001G3200	13.7	9.05	6.58	9.56	6.67
PH01000001G3260	17.3	19.85	29.48	14.28	19.83
PH01000001G3290	15.9	21.63	33.57	8.15	16.05
PH01000001G3350	9.43	9.19	6.57	9.14	7.21
PH01000001G3420	4.73	6.12	6.01	4.76	2.83
PH01000001G3470	25.5	26.03	23.25	17.51	10.92
PH01000001G3500	30.71	31.04	28.81	19.56	12.47
PH01000001G3600	0.88	0.78	0.73	2.08	2.06
PH01000001G3620	25.72	15.92	5.09	9.1	0.88
PH01000001G3650	24.38	27.4	15.92	15.16	12.77
PH01000001G4030	0.35	0.14	1.07	0.47	0.76
PH01000001G4050	12.47	11.37	11.11	8.21	4.95
PH01000001G4440	27.29	24.57	18.48	21.96	14.58
PH01000001G4450	39.39	31.01	22.51	30.86	17.71
PH01000001G4480	7.4	5.67	4.36	3.43	4.29
PH01000001G4490	1.54	0.99	0.85	0.25	0.33
PH01000001G4520	19.79	17.62	13.59	19.64	18.24
PH01000001G4680	15.48	10.39	7.92	10.89	7.17
PH01000001G4970	5.52	4.3	10.26	9.91	6.5
PH01000001G4990	2.43	2.59	2.29	1.92	1.3
PH01000001G5000	2.18	3.23	11.16	7.83	73.53
PH01000001G5130	0.11	0.19	0.25	0.08	0.25
PH01000001G5360	38.6	19.37	18.8	61.9	17.42
PH01000002G0050	454.26	479.6	278.66	296.12	131.65
PH01000002G0130	16.69	18.06	15.7	14.11	8.75
PH01000002G0150	6.66	7.98	9.15	6.96	17.09
PH01000002G0160	10.74	10.89	5.33	11.3	12.34
PH01000002G0230	15.9	2.83	0.31	3.57	0.15
PH01000002G0240	8.36	10.32	18.41	22.79	33.27
PH01000002G0310	332.68	317.91	281.13	267.45	226.54
PH01000002G0320	414.53	419.39	411.41	365.28	419.82
PH01000002G0360	12.97	10.42	7.96	9.06	5.48
PH01000002G0430	3.51	3.62	3.73	3.15	4.46
PH01000002G0490	0.12	0.17	0.26	0.37	0.09
PH01000002G0640	45.95	53.85	86.13	50.51	91.84
PH01000002G0720	0.73	0.84	0.74	2.84	0.91
PH01000002G0760	37.41	35.85	33.33	31.12	24.49
PH01000002G0790	1.08	0.76	0.24	0.71	0.58
PH01000002G0950	30.5	33.26	29.43	28.46	18.58
PH01000002G1150	12.61	12.89	12.48	11.13	8.42
PH01000002G1250	12.32	14.7	17.57	12.71	14.06
PH01000002G1270	198.19	219.78	172.33	155.43	121.04
PH01000002G1400	15.75	11.13	6.22	9.24	4.22
PH01000002G1550	1.42	0.56	0.08	0.1	0
PH01000002G1570	22.51	16.45	16.49	17.79	12.57
PH01000002G1660	32.37	31.29	47.73	63.99	105.11
PH01000002G1670	0.87	0.53	0.83	0	3.08
PH01000002G1820	1.49	1.27	1.88	0.81	2.04
PH01000002G1850	30.1	46.16	69.98	28.43	26.32
PH01000002G1960	25.9	26.35	26.79	25.11	19
PH01000002G2090	65.6	69.53	68.29	72.14	47.14
PH01000002G2210	102.57	109.72	147.2	110.77	63.9
PH01000002G2300	36.59	36.01	30.05	28.91	28.27
PH01000002G2380	31.23	29.21	28.69	23.86	20.22
PH01000002G2470	87.78	79.09	48.04	101.73	53.42
PH01000002G2500	118.8	137.8	104.48	97.33	64.1
PH01000002G2510	34.19	32.01	26.68	24.95	18.15
PH01000002G2620	22.41	19.6	10.4	12.65	6.18
PH01000002G2660	49.48	41.47	26.59	45.07	20.27
PH01000002G2670	19.97	8.51	7.73	47.19	18.29
PH01000002G2710	6.51	5.99	6.83	7.26	4.81
PH01000002G2720	2.2	2.34	4.22	6.01	12.52
PH01000002G2740	74.01	62.88	61.24	66.38	66.32
PH01000002G2770	11.61	9.42	8.81	9.42	7.88
PH01000002G2790	230.63	258.43	282.38	229.07	298.53
PH01000002G2800	36.21	51.64	49.15	70.34	82.66
PH01000002G2830	117.69	132.23	201.09	198.23	442.31
PH01000002G2840	8.48	9.59	15.15	13.05	49.22
PH01000002G2860	1.37	3.32	5.81	1.61	2.52
PH01000002G2920	4.27	5.06	2.75	4.56	3.18
PH01000002G2930	46.02	38.01	16.04	24.85	1.73
PH01000002G2980	7.69	4.31	3.22	7.62	3.3
PH01000002G3050	5.62	4.42	2.37	4.91	2.05
PH01000002G3060	73.9	67.54	33.44	42.38	13.12
PH01000002G3110	204.64	164.62	120.53	132.57	95.33
PH01000002G3170	24.76	40.39	57.27	33.62	25.8
PH01000002G3240	33.29	35.11	42.46	35.32	48.17
PH01000002G3260	32.08	26.32	20.07	19.33	19.26
PH01000002G3290	14.45	17.17	19.41	15.65	18.66
PH01000002G3370	11.31	10.89	8.94	9.84	7.26
PH01000002G3460	8.59	9	7.01	7.71	5.82
PH01000002G3470	6.44	10.23	20.92	30.95	45.12
PH01000002G3590	0.52	0.92	0.77	0.28	0.96
PH01000002G3730	3.26	3.13	0.89	1.91	1.58
PH01000002G3860	6.37	5.26	5.33	25.56	24.44
PH01000002G3900	87.87	83.32	31.17	88.14	2.71
PH01000002G3910	25.34	20.6	13.6	17.85	6.73
PH01000002G3920	13.76	15.51	15.64	11.43	15.05
PH01000002G3940	4.53	7.89	5.83	5.32	14.92
PH01000002G3950	0.49	2.16	2.12	0.21	1.39
PH01000002G3990	46.22	54.89	56.02	47.97	59.14
PH01000002G4080	7.33	8.28	6.23	7.18	6.3
PH01000002G4150	14.62	9.29	5.8	20.49	4.5
PH01000002G4240	34.4	31.13	29.82	30.88	30.23
PH01000002G4250	9.56	20.46	37.89	41.23	26.09
PH01000002G4280	52.14	55.06	61.63	57.03	57.3
PH01000002G4340	18.96	19.26	36.83	41.46	22.09
PH01000003G0060	986.54	1234.52	1579.46	1608.49	1768.11
PH01000003G0100	0.59	0.76	1.14	1.52	1
PH01000003G0190	5.83	7.56	7.54	11.36	10.13
PH01000003G0200	1.78	1.77	4.01	2.35	2.53
PH01000003G0390	80.7	77.53	112.17	60.29	40.06
PH01000003G0400	209.01	192.33	265.89	156.23	104.75
PH01000003G0410	9.71	6.22	4.25	9.11	3.33
PH01000003G0420	80.44	84.07	81.61	83.8	85.17
PH01000003G0430	10.51	9.23	11.7	4.64	1.43
PH01000003G0470	11.14	8.67	3.81	3.58	1.27
PH01000003G0570	0.66	0.63	0.99	1.72	2.67
PH01000003G0620	47.47	41.98	30.45	39.37	24.21
PH01000003G0730	39.13	41.86	32.87	31.84	29.13
PH01000003G0760	11.53	7.28	3.24	6.26	3.74
PH01000003G0780	46.62	34.37	22.08	32.45	14.21
PH01000003G0790	68.92	59.27	55.33	51.89	46.7
PH01000003G0810	2.43	3.87	1.35	0.86	0.12
PH01000003G0840	494.95	507.95	456.15	400.31	322.48
PH01000003G0860	5.05	4.03	3.28	2.08	1.32
PH01000003G0870	18.7	9.51	2.55	7.84	1.32
PH01000003G0910	37.12	22.49	10.2	20.03	9.55
PH01000003G0960	7.14	6.25	7.01	7.9	5.45
PH01000003G1050	30.99	30.85	37.44	34.68	44.41
PH01000003G1230	0.32	1.84	8.24	1.34	8.11
PH01000003G1440	36.29	35.55	12.56	9.09	1.45
PH01000003G1590	2.17	2.52	1.7	5.75	0.57
PH01000003G1660	163.61	37.57	3.12	28.11	2.9
PH01000003G1680	1.73	1	1.15	0.45	0.4
PH01000003G1780	24.34	25.94	23.99	20.98	21.03
PH01000003G1880	76.84	69.82	44.68	47.09	93.7
PH01000003G2020	3.12	4.33	2.12	3.27	6.53
PH01000003G2040	43.01	38.65	30.83	31.42	26.42
PH01000003G2120	20.64	35.27	64.61	31.86	108.71
PH01000003G2320	116.45	130.21	126.84	128.09	106.88
PH01000003G2490	44.24	33.75	15.15	34.09	6.84
PH01000003G2570	20.54	24.49	19.2	14.91	12.36
PH01000003G2600	21.82	14.25	4.6	58.47	5.98
PH01000003G2650	18.52	18.98	21.97	18.23	14.23
PH01000003G2710	33.77	29.17	33.61	36.73	36.03
PH01000003G2770	5.32	4.31	6.72	7.36	12.91
PH01000003G3040	0.38	0.18	0.24	0.15	0
PH01000003G3120	0.32	0.37	0.64	0.02	0
PH01000003G3180	49.38	52.77	33.85	57.91	30.17
PH01000003G3390	25.17	10.55	3.41	7.25	2.64
PH01000003G3550	31.77	32.65	36.1	33.67	25.01
PH01000003G3560	5.92	3.5	4.63	4.15	3.62
PH01000003G3570	46.47	46.62	48.16	51.27	42.94
PH01000003G3590	44.4	50.08	53.54	55.37	49.04
PH01000003G3600	10.36	6.61	2.22	5.13	2.88
PH01000003G3650	341.76	309.22	247.83	397.63	352.57
PH01000003G3670	34.19	33.65	39.06	29.37	19.08
PH01000003G3690	26.25	27.78	31.88	22.13	18.88
PH01000003G3730	10.94	10.06	9.38	19.31	25.7
PH01000003G3770	25.76	25.8	24.24	18.35	17.24
PH01000003G3800	17.63	13.97	12.35	11.91	6.19
PH01000003G3870	0.69	0.26	0.27	0.57	0.47
PH01000003G3960	110.26	54.68	14.49	52.81	5.08
PH01000003G4200	25.91	15.48	5.44	9.95	1.02
PH01000003G4210	2.03	3.21	5.98	3.55	3.88
PH01000003G4220	2.32	2.15	1.36	2.53	1.19
PH01000003G4260	47.87	50.43	46.28	53.68	82.46
PH01000003G4290	1.09	0.26	0.91	0.63	1.2
PH01000004G0040	168.12	160.45	72.02	184.16	80.14
PH01000004G0140	12.64	12.47	16.42	11.7	19.2
PH01000004G0220	7.75	6.55	3.7	5.77	1.04
PH01000004G0240	17.27	13.64	7.08	12.68	2.97
PH01000004G0260	18.69	16.06	6.73	12.51	3.34
PH01000004G0290	49.35	40.61	21.12	39.49	10.15
PH01000004G0400	0.03	0.04	0.4	0.17	0.64
PH01000004G0500	25.13	16.25	4.99	12.88	0.59
PH01000004G0570	127.51	156.07	88.59	82.85	45.12
PH01000004G0650	122.9	113.15	74.44	90.92	65.04
PH01000004G0740	25.02	25.5	36.8	35.82	65.82
PH01000004G0870	10.32	12.71	18.03	9.73	12.27
PH01000004G0950	24.76	21.83	21.2	18.89	24.15
PH01000004G0980	68.64	60.63	57.19	62.77	60.41
PH01000004G1010	3.28	2.2	1.43	1.03	1.39
PH01000004G1020	61.13	57.62	70.34	54.73	97.07
PH01000004G1040	987.67	689.92	209.57	522.34	13.79
PH01000004G1210	17.89	15.52	11.31	13.92	10.28
PH01000004G1260	356.37	455.6	574.15	285.35	259.07
PH01000004G1430	9.88	7.31	5.2	13.78	9.5
PH01000004G1570	19.29	20.27	20.72	17.14	21.87
PH01000004G1580	14.43	16.34	24.84	15.13	30.07
PH01000004G1630	2.54	1.58	11.02	0.65	2.14
PH01000004G1680	68.09	62.41	72.97	65.71	77.66
PH01000004G1720	9.43	9.54	10.05	11.21	7.56
PH01000004G1750	6.1	4.73	3.35	2.91	0.82
PH01000004G1840	13.2	14.31	16.39	14.56	12.61
PH01000004G1850	3.6	3.94	3.38	3.04	2.15
PH01000004G1860	1.19	1.21	2.46	13.42	20.05
PH01000004G2190	45.8	53.5	50.09	39.55	32.24
PH01000004G2200	16.43	15	16.37	15.21	16.5
PH01000004G2210	9.38	6.62	13.23	9.83	8.19
PH01000004G2220	11.18	1.93	4.59	6.4	2.36
PH01000004G2230	37.7	36.46	31.79	33.34	25.67
PH01000004G2550	22.21	20.95	14.74	17.52	13.45
PH01000004G2710	50.53	46.6	28.15	40.05	21.04
PH01000004G2830	79.46	69.58	59.02	58.9	40.71
PH01000004G2870	16.24	14.6	7.07	11.58	2.3
PH01000004G2930	0.67	1.1	0.61	0	0
PH01000004G3000	11.44	14.44	19.44	11.08	8.24
PH01000004G3020	5.88	6.91	10.47	7.82	14.58
PH01000004G3030	23.81	19.52	17.17	20.13	17.9
PH01000004G3040	7.5	6.26	5.26	4.37	3.04
PH01000004G3200	13.74	12.67	10.57	11.21	4.74
PH01000004G3220	20.6	18.16	12.54	13.41	6.76
PH01000004G3230	10.36	13.02	42.2	10.7	33.22
PH01000004G3260	3.4	1.52	0.4	2	0.1
PH01000004G3370	1.04	1.96	7.81	3.41	2.77
PH01000004G3560	0.13	1.09	1.98	2.08	0.99
PH01000004G3640	2.16	3.64	9.67	1.36	2.3
PH01000004G3680	0.03	0.96	8.82	0.21	0.85
PH01000004G3830	0.25	0.43	0.63	0.33	2
PH01000004G3970	5.45	5.62	5.86	5.47	3.96
PH01000004G4070	16.93	18.53	23.45	12.92	11.12
PH01000004G4080	4.46	3.92	3.76	4.88	1.95
PH01000004G4100	17.8	16.26	15.74	26.97	27.73
PH01000004G4410	3.25	0.49	0.14	0.61	0.05
PH01000004G4460	2.03	2.39	0.75	1.55	0.66
PH01000004G4470	9.44	9.61	9.23	8.6	7.04
PH01000005G0010	20.6	15.74	5.14	23.78	29.68
PH01000005G0050	5.21	4.47	6.74	2.2	5.34
PH01000005G0150	0.68	0.87	0.71	0.52	1.78
PH01000005G0850	37.31	33.44	36.28	37.11	53.71
PH01000005G0960	78.45	68.4	73.72	77.69	90.56
PH01000005G0970	23.82	21.38	17.6	22.57	18.4
PH01000005G1020	35.19	26.64	15.26	23.44	11.91
PH01000005G1030	45.25	47.76	60.17	84.49	111.91
PH01000005G1170	25.47	23	17.71	19.31	12.26
PH01000005G1180	123.79	94.96	59.58	82.77	46.47
PH01000005G1190	14.66	10.77	6.33	2.41	0.43
PH01000005G1200	25.51	28.9	32.95	19.59	27.11
PH01000005G1210	89.27	81.66	51.25	64.66	6.26
PH01000005G1220	120.14	106.72	119.23	124.76	106.69
PH01000005G1230	32.63	24.47	21.91	19.86	11.18
PH01000005G1260	0.15	0.15	0.15	0.11	0.4
PH01000005G1300	30.96	13.7	18.28	2.82	7.19
PH01000005G1320	15.97	9.14	11.87	3.78	4.27
PH01000005G1420	26.19	28	25.54	24.06	27.57
PH01000005G1450	15.25	14.43	12.87	16.97	17.53
PH01000005G1460	65.26	35.57	23.57	190.75	133.35
PH01000005G1500	35.89	29.87	13.26	24.42	1.02
PH01000005G1530	3.44	2.72	0.48	0.65	0.42
PH01000005G1580	60.36	38.64	6.39	14.66	2.93
PH01000005G1660	43.53	22.79	6.86	17.16	2.56
PH01000005G1770	18.4	16.53	14.47	13.98	12.78
PH01000005G1790	34.42	23.57	23.57	23.37	23.6
PH01000005G1800	12.36	10.03	7.97	4.09	1.85
PH01000005G1820	4.77	6.02	7.28	5.83	7.25
PH01000005G1830	24.52	26.92	35.67	20.44	38.13
PH01000005G1850	10.6	8.43	6.49	6.05	4.47
PH01000005G1950	0.05	0.17	0.34	4.75	0.96
PH01000005G2010	16.13	12.44	13.98	14.78	12.38
PH01000005G2020	53.16	46.82	58.48	46.47	37.03
PH01000005G2030	30.99	33.55	41.72	43.06	62.52
PH01000005G2110	136.42	140.15	151.27	130.26	133.16
PH01000005G2160	12.55	10.68	11.79	10.06	8.71
PH01000005G2200	30.39	26.27	20.73	20.2	8.92
PH01000005G2210	58.07	58.88	71.08	58.08	72.12
PH01000005G2240	22.08	17.47	10.58	16.64	5.7
